id,transcription
1162, ជាំប្រូវការបស់គ្ជាលាតិតិក្ថាសាសិតិក្នារបស់គ្នាប់ទ្វាំងស្របាន់នោះ ច្នឹងបានទាំបង់នៅពីលវិត្តាត់ប្រសិនស្លាល់អានកម្ត្រាម្បានទាំបង់ទេសះនាគ់តែ្រាំ្រុះអានកម្រាំបង់ប្រុះនាង
1166, you you
1167, you you
1170, you you
1172, Thank you. Thank you.
1176," Motherly sweetness and glory Beautiful rose Divine and ever-chosen Mary, what was visto On burial ground The Himalaya"
1180, you you
1181," The white man goes, but doesn't know where the white man goes. He doesn't know where the white man goes, but doesn't know where the white man goes. The dark raven is held at this time. And for a moment, there was wondering, he caught his eye at God. And it was Scar who was perished up next to time. But then he realized that she would leave."
1184, Thank you. Thank you.
1186, Thank you. Thank you.
1188, you you
1189, you you
1190, you you
1195, I am lost in the wind A thousand miles from nowhere Like a ship that's never coming A thousand miles from nowhere
1198, Thank you. Thank you.
1201," I was once young like you, my mother like me, and so I was tied up in a safe room. And I never took you. You gotta get hurt. Being hard is way too hard. Being hard is way too hard."
1203," Don't worry, it's all been, all been really bad. And can we still feel love? Thou hung up in the glass. Thou still hung up in the glass. The feet of... The feet of..."
1205, low. They all call me wildfire cause everybody knows that I'm bad news. Bad news. Everywhere I go. Always getting in trouble. Leave little girls I hate to see me go. Bad news. They tried to hang me in Oakland. They did in Francis Cove. But I got choked and I broke the rope. They had to let me go cause I'm bad news. Bad news. Everywhere I go.
1206, One big holiday So we left the summer Up the river And recorded all the sound Was so shaking And so record playing All the world is wild
1207, And he'll get caught If it's fun we'll go To the swimming pool I hope it goes faster over we queer There's a lot of chatting up going on the swimming pool today Ah ah ah ah ah ah Ah ah ah ah ah ah I will not go without you There's a lot of chatting up going on the swimming pool
1213, There'll be no secrets We can't begin to tell You teach me to walk on the fire You try to make a liar out of me So just let me
1215," There ain't no paper rolls, there are no telephones, there are no bathrooms, there are no wives at night, I got no lover, got no lover, keep me warm, keep me warm, you got a pretty girl to sing me a song, sing a song, sing a song, I just might get some sleep tonight, that wind might die down, that rain might run, that rain might run, my girl won't come around here tonight. Send me a postcard with love and affection, dress it to the middle of nowhere, remind me of my bed in Silky Wildland and the fresh, fine, pop-up city."
1216," And if you're as smart as you claim to be, what you're doing hanging around in bars, sophisticated, mildly jaded, might describe you well, but that ain't the thing that's gonna ring my bell. So you're a music fan, you know some guys in bands, and your name is on the list plus one. The day I need you to get me in a show is the day I go and buy a gun. I know it's rude to say, and I hope it's okay, and I know that we only just met, but I'm more man than you'll ever be, and more woman than you'll ever get. I'm more man than you'll ever be. I think you know what I mean. You ain't no wake up."
1218, Little crispy And I think I'm losing it I went off on the trail Bound to run into myself Bound to talk to myself I went off on the trail Bound to run into myself Bound to talk to myself
1219," To take you over, to tame your heart I don't wanna give you no reins I'll look out over the fences And when I see you running Oh, can I go to you? Oh, can I go to you? Oh, can I go to you? Oh, can I go to you?"
1225," Into different forms. Nothing is normal. Nothing is normal. The nature of the sun. I wrote a lost video, so... Stop. Don't leave your glasses! Leave tied around your snowGH TROLL Damn, now it's time to show my smiles ."
1228, you you
1235," as the tragedy begins. Oh, oh, oh, they'll witness to the will of God. And then, that's what she said. Oh, oh, oh, body black and blue. Hey, hey, hey. That's what she said. Oh, oh, oh, she speaks the truth. Well, how about you? Mr. How about you? What have you done, girl? Must have been a dream. You telling tall tales, no motive and no meat. You telling stories from a magazine. Ain't no..."
1236, soul and sings a tune without the words and never stops at all the sweetest in the gale is heard and sore must be the storm could have batched that little bird that kept so many warm well i've heard it in the chillest land and on the strangest sea yet never in extremity did it ask a crumb of me you
1239," I'm not wrong. I do it all night long. So I put up a boy like the club man said. And got a kind of gym, y'all. I'm around my head. Now I'm messing around. I'm beating some of these. I got the punch on. Up at the punch tree. Punchy boogie. Punchy boogie. Punchy boogie. I do it all night long. Oh, oh, oh, oh, oh, oh, oh. Do it all night long. Do it all night long, y'all. Do it all night long. I do it all night long."
1242, and try coppering around and the dog needs something to eat holding that berry in the Cadillac hearse down to Birmingham Street spoon man's here and the folk man's near snake charm in between five fellow freaks in the Cadillac hearse down to Birmingham Street Alabama chicken's your meat away Alabama chicken got something to say look them in the eye bird don't lie Alabama chicken voodoo boo day voodoo boo day blue butterfly fishes on the wall and the pike got a scary face old net bear is spinning his wheel on a Birmingham
1245," It really makes no sense why I get so intense when you're on the screen or in a magazine, but I think it must be something about the look on your face. I don't like the look on your face. I don't like the cut of your chip. I don't like the things that you said or the things you did. I don't like the folks you pal around with or what you've done to the place. But most of all, I don't like the look on your face. When I hear you talk in that bullshit twang, it's nails on a chalkboard kind of thing. And it's true, I don't like most of what you actually say. You're a regular guy, you come from humble roots, that's a goddamn lie, your dad's a"
1247," Killed a chicken, thought it was a duck. Put him on the table with his legs tipped. Girl, I love you, girl. Yeah, high-plotting women. I'll suck that stuff, I love you, girl. Nickel is a nickel, a dime is a dime. A pile full of kills, make me feel fine. Now, bottle up and go. Yeah, high-plotting women. I'll suck that stuff, I love you, girl."
1252, Thank you. Thank you.
1254," It's my brain, what a shame. It's my brain, what a shame. It's my brain, what a shame. I've been living for my brain. I've been living for my brain. I've been living for my brain."
1255," Can't see him crying, breaks me into something just dying Is that why I'm blue? Don't go, please don't go It's shy without you, baby Don't you know Don't you know"
1256," By those dreams, heaven slept in weeks the way I used to. What's king without his crown? Baby, you got one. Why I ain't sleeping when the sun goes down? Girl, I'm coming home. Please wait. I won't be late. Cause baby, this life is now."
1258, Thank you. Thank you.
1259, away The bruises and black eye I've already seen my family abuses from a life that has been I'm walking this freeway and I will walk till the end Right into the ocean. It was always my plan The judge found me guilty. I was locked on my way But then the sky started shaking Oh
1264, And T for pick. Never learned to read. I went to work too quick. It's a O for Reno. And a D for bend. I'm wandering around just waiting for the end. I had a shotgun wedding. She's long and black. She sleeps beside me in our shotgun shack. Once we were kissing and she chipped my tooth. I shot my mouth off and hit the roof.
1265, singing in your chest you want to shut it up or give it a rest you're gonna die one day why don't we waste our time thinking about an obligation running from a confrontation wondering what we ought to say when everyone we ever known said for a headstone i don't want to give the end away we're gonna die one day we're gonna die one day we're gonna die one day so baby what's the big deal if you want to be free say what you want to feel
1267," Picket line inequality must die. We gotta join the picket line. Drop tools and we'll march down. If we don't fight the bourgeoisie, we'll be living in a shantytown. It's goodbye to Poodle Blair. Keep stateside, Mr. Bush. We don't want your filthy wars or rivers of verbal mush. We gotta join the picket line. Drop tools and we'll march down. If we don't fight the bourgeoisie, we'll be living in a shantytown."
1268, you you
1269," You, your son and me Oh, woe is me The state has put a date on me Oh, woe is me"
1271, But you understand I say don't hurt me But I don't even care As long as you're here To make a better day For me I ask you to leave And pray for you to stay I say don't hurt me But I don't even care As long as
1274," Desde sus poltronas prometieron solución para todos los problemas de esta nación. Para miseria y humillación es lo que obtuvimos. Solo una casualidad podrá desatar una reacción. Es un crimen, es un crimen, es un crimen. ¿Cuánto plomo mal gastado? Es un crimen en cuerpos innecesarios. Es un crimen en cuerpos innecesarios."
1278, at the start then trips and falls and breaks your heart but love is all we got love is vulgar love is lewd love don't care who's in the mood love leaves you lonely in the nude but love is all we got who's that drunkard at your door who's that scoundrel you adore beats you and you beg for more that's love
1279," I run to you like rain to a river, like a river to the sea But you're so cold you make me shiver when you're gonna run to me Obviously we need one another, baby I'm your biggest fan What part of being meant for each other do you not understand? Oh, how happy we'll be"
1285, Got a good idea what I want to tell her Then I lost my thread and had to run for cover Never gonna be cold enough to need a big fur I'll be hiding with the black and whites in the basement cellar There can only be one That's what we've become There can only be one
1286," I won't add a new song to my country. It shouldn't matter where I'm from. Well, I'm straddling the Mason-Dixon line. Said so was, so was. Should make a difference."
1290," Yeah! Ogre, ogre, ogre, ogre, when you lose, and you're down, and you're down, and you're down, and you're down, let's go! Ogre's gonna rule, ogre's gonna rule, ogre's gonna rule when you lose, and you're down!"
1292," I know just how he feels. He's flashing hard at my porch light. She's real pretty. She won't listen. She's a white hot 60 watt Vixen. Well, I'd be flashing for you. Flashing for you, babe. Flashing for you, the hugest stain in the moon. Flashing for you, the hugest stain in the moon."
1302, you you
1306, Thank you. Thank you.
1307, Bye. Bye.
1311, Thank you.
1312, Thank you. Thank you.
1314," Suicide In the cold light of disco She was sat there like a freak show It was the end of time, the end of the night She gave me her number, I gave her a light She had a sweet smile that turned me on As she turned her face to me And she whispered something into my ear But the music was loud and I didn't hear Then she made her way"
1315," You don't know me. You don't know me. Still going backwards. Spinning a circle. Into the ocean. Let them desert you. Just follow the leader. Follow the leader. Follow the leader. Follow the leader. Still going backwards. Spinning a circle. Still going backwards. Spinning a circle. Just doing it safely. Follow the leader. Follow the leader. Bang, bang, bang, bang, bang, bang, bang, bang."
1317," I wish, I wish, I wish Oh, I could let you go But baby, baby, babe Oh, I love, love you so Every time I come back to you You beat my heart I can't stop I can't stop"
1319, © transcript Emily Beynon © transcript Emily Beynon
1321, Thank you. Thank you.
1323," And now, let's go. And now, let's go. Righty-go. Now, let's go. Right. Too careful. And now, let's go. Righty-go. Untap. Reason. And now, let's go. Righty-go. Now, let's go. Right. Too careful."
1341, Thank you. Thank you.
1342, At my chest You keep me sleepless Uh-oh You're a mean ghost inside my room There will be no more sleep tonight My head's a battlefield trying to survive Until the morning light And suddenly you're taking over me To the point of insanity The same story every night When I Stop thinking of you
1349, Thank you. Thank you.
1350, Thank you. Thank you.
1356, you you
1358, you you
1360,
1363," The current's close, it chooses to spare me The current's close, it ceases to take me I want to twist the knife a bit deeper To siphon the love from the walls I believed in Look outside, world is exploding Stay inside, so never knowing Taking cover with each other Sleeping at the sanctuary of home"
1364, Thank you. Thank you.
1371, 한글자막 by 한효정
1374, Thank you. Thank you.
1387, you you
1391," We were dissimilar, headstrong, both fighting all day long Everything out of control and then simply carrying on I remember very well you were there when I said I don't care Take your stuff, be gone, I don't need you anymore Is this how we're supposed to be or t-"
1402," Come, they told me, A newborn king to see, Our finest gifts to bring, To lay before a king, So to honor him, When we come."
1403, Tangled in the wires of your snare. It's sad that we had to evaporate and vanish in the air. I don't care if you go. I don't care if you go. I don't care if you up and walk away and just leave me with a wave in the dark. I don't care if you go. I don't care if you go. Now I see that it never really mattered. It's just another chapter to close.
1406," I will die without your touch. That's not saying very much. From a garden of earthly delight. I just tried to live at peace with the world. I fell in love with two beautiful girls. Bring my rhyming dictionary. Send the screaming guitar fairies and let the springtime blow the seeds. Let our hearts refuse to plow. There's a reason to believe, even if I can't explain it now. And please, take this heart."
1408," I got up and asked what your name, but instead she said, whatever, whatever, whatever, whatever, whatever, whatever, whatever, whatever, whatever."
1409, I'm in a dream of mine Well the computation's rolling And honey I'm losing my hair All these failures are framed by the depths in my vein And the rush of blood running off my head Sings regrettably Sings regrettably Sings regrettably All along
1410," Knights, pretenders to the throne And catch the moon in their machines And arm themselves with souvenirs The lights are out, we're getting cold Declare yourself unusable Your voice is way too soft Pay no mind to beautiful And tell me just what you know To thank yourself"
1411, You suffer and you succeed In removing the one from the need You cannot forget The sum of your regrets The absolute neglect I'm torturing myself You sit and you stay At all that you wish for
1412," the side. Bowling ball, lunar eclipse, black dive, cigarette, fish, blimp, Cadillac, Australians, Montagues, boomerang, Christian. You should know by now, I've got my head strong in the clouds. You should know by now."
1413," You are now the gator, come into my spaceship. It's not 1978 anymore. Oh David, where have you been? Oh David, where have you been?"
1422, I came back home in the early morning The light was still on But you were gone I don't think it's gone
1427, © BF-WATCH TV 2021 © BF-WATCH TV 2021
1428, Before Slit open my chest now And cut out my lungs Cut out those melodies That I shouldn't have sung And give me some girls instead That I can break through Give me some girls instead
1430, Thank you. Thank you.
1432," And you'll feel better in a while. Oh. Oh. Oh. Do-do-do-do-do-do-do-do. Do-do-do-do-do-do-do. Your family love you, though they know exactly how to make you cry. And friends can seem cruel when they're having so much fun."
1434," If you see me at past midnight If my eyes are glazed with starlight If my lips are stained white and red You might make me lose my head I might smile or even kiss you Pat my eyes like I forgive you But I don't, no it's not me It's the way, no don't you see Oh my darling I don't love you And I'm not about to start"
1436," I could stay on a third degree Cause my heart's on wholesale Yeah, my heart's on wholesale You could be on the first degree Cause your hands would hold me Yeah, your hands would hold me Someday, we'll be sharing laughs and talk over some cakes and tea You'd ask, how has love ever been for me? And I'd reply cordially And you'd notice the blush on my face"
1437, am somewhere off the Jersey shore two runners smile half a dozen times he says I don't think we've met before are you here on a business trip no I'm at my fiance's and about one minute after that the two of them went separate ways misery misery misery over one missed opportunity misery misery misery
1439, Like pineapple in the sun I'm with you when I'm gone I walk the streets on my own All night long All night long All night long All night long And everybody knows Pineapple chili is what goes best to
1440," One who really cares for me and knows where I come from With every feeling I resist, another coin gets tossed Heads means leaves and tails a snake I think I better use my head today, oh oh oh Playing games with myself, oh oh oh And these games, they don't help, no no no no, they don't help The things that make us feel real good are floating around us An idea of love to conjure up the help"
1441," And we said that night Cause I don't wanna be the one that didn't work out Cause now it seems like every time I'm trying I feel like I'm turning around Backing down, going nowhere fast Instead I'm slowing down And taking my time I'm taking my time"
1443, you you
1444," Time, what surrounds me everywhere Muffles my perception every day And oh, I wonder why should anybody care And all I do is stay Please don't wake me"
1445," I buried my head in the sand And you may or may not understand Home is where I buried my head in the sand The sand, the sand, the sand I thought that you could be the ones Who'd take my hand and show me how to carry on"
1451," others. And I can hear, I can hear all the words that I could say to you. And I can see, I can see that the words are falling from your mouth. But I can't stay, I can't stay, even though you built a world for me. And I can hear, I can hear what others might have said. Got a rock in my shoe, but I can't"
1456, We will be your pussy. We are like Tom and Jerry. We want to eat your cookie. We just depend in your right feet. We.
1457," We can build a fortress, high in every space. Here we can find our fortune. Look into the future, never ending peace. The sun is fading in progression. This is our protection. Do you know the way?"
1462," As you begin to see the way The star in front of you will give you every answer that you need Fall away, fall until you Fall away, fall until you Write the spirit down"
1463," Do you know yourself or somebody else knows? The love's fucking false for anyone Do you know yourself or somebody else knows? Runways, your airplanes and temporary time"
1464, It brought me low She had that skin so fine Her red lips rose like now Her mouth was white And sweet as well Now relentless Hours of dreaming up her smell I feel as if I am looking at the world From the bottom of a well I feel as if I am looking at the world From the bottom of a well Lonely And the only way to beat it is to pat it down And the only way to beat it is to pat it down And the only way to beat it is to pat it
1465, Thank you. Thank you.
1471," I got Martha, you got Mary Jane. I got the run, sure, got the no, sure. I got Martha, you got Mary Jane. So I guess we got nothing to complain about. Hey, Wednesday, I'm watching TV. Hanging out with my Fremontian. I like those Democrats in the White House. They'll make a progress without any doubt. Well, how come in primetime? Politics, it's so nice. The president can read. The president can write. I got Martha, you got Mary Jane. I got the run, sure, got the no, sure. I got Martha, you got Mary Jane. So I guess we got nothing to complain about. Complain about. Complain."
1472, my colleagues who were chewing on the doors I guess we'll table this for now I'm glad to see you take constructive criticism well and thank you for your time I know we're all busy as hell and we'll put this thing to bed when I bash your head open all we wanna do is eat your brains we're not unreasonable I mean no one's gonna eat your eyes all we wanna do is eat your brains we're
1473," Except for maybe when I think of how I felt that day When I felt the way that I do right now, right now, right now And then it's time for lunch again, all I know Work is easy when you don't stress out about deadlines All I know is I take my medicine, I always take my medicine And I feel fantastic, and I never felt as good as how I do"
1474," Get out this place. Code Monkey, just keep on working. See your soft, pretty face. Much rather wake up, eat a coffee cake, take bath, take nap. This job fulfilling in creative way, such a load of crap. Code Monkey thinks someday he'll have everything, even a pretty girl like you. Code Monkey just waiting for now. Code Monkey says someday, somehow. Code Monkey like Fritos. Code Monkey like Tab and Mountain Dew. Code Monkey, very simple man. Big, warm, fuzzy, secret heart. Code Monkey like you."
1478," Are we alone? Or are we all one? On this perfect stone We circle the sun You passed into a gentle madness once You turned the pain and sadness into something Clean and funny, wise and sunny Making money, cheating none You found"
1479, And you're my piece of stone I might just try again As on the earth we're bound Next time perhaps I'll pan the screen Before I go underground © transcript Emily Beynon
1480," Jump for joy every day. Make me a sermon, baby. Make me a sermon, baby. Make me a sermon in my mouth. I've got to get away."
1482, I've always hated Ohio But I'd give my last dollar To be there With you Everything is melting now The ice can't keep the swelling down And the morning is throbbing With a ruminating sound I reach for you and remember that You're at least a thousand miles from here With a big head
1486, You touch me once and I start searching Looks between the lines We wanna make Connections between mind and self and thought We can follow lines and phrases But I can't connect the dots You talk about forever As if it's a thing You
1488," Ain't you sick of hearing things are gonna work out? Ain't you sick of hearing things are gonna be alright? Well they all said that everything was gonna change now They told you all good things would come to people in good time What's the difference when you're living like you are now? Sucking a detective, trying to make some money to survive Everybody talks a lot of pretty stories But when they talk, you know they don't even look you in the eye And you know you ain't gonna live forever You can't even hold yourself together as the days go by Lying naked on the bathroom floor now Another day and you don't bother keeping score now"
1489," the girls of today. I really want to talk. What can I say? I want to be with a rock and roll girl. I want to be with a rock and roll girl. I want to be with a rock and roll girl. I pick up the phone and get a dial tone. I call up the number, but nobody's home. But I saw it on my TV. They said they had someone for me. I wish she would answer. Give me her name."
1495," I'll tell you all the things I cannot say Maybe you know each one of them anyway Tell me how long we circle aimlessly in need Maybe you say this is the way love has to be Maybe you turned a corner through another door Maybe you locked me in a room you can't ignore Find me, I'm hiding"
1502," This is Stick Up. Stick Up. Stick Up. We're in your town. In your town. Flying around. Flying around. Try to save me from the crowd, but I keep it in the clouds. I'm sitting on the throne. Damn right I wear the crown. It's the way that I was raised. Brought up to throw it down. And I ain't mad at y'all, but I'm mad at the padded walls. Hit the bar after the jam. Your girl can tag along. Last call, bar tab, baby, add it on. All this Patron got me on lean italic thong. Now put your hands up. Homie, it's a stick up. Wave from side to side. Grab your cup of liquor. Toss like paparazzis, but I ain't talking bitches. Hit the bar, dinner is cute. Boy, you better tip, tip, tip her. I am home. It's my time. Give me."
1504," from the brink Hell yeah you bruise All humans do but refuse to lose what is human in you By the way, for the prophets of rage, it ain't your door to speak What's the case, back? It's the incredible Flight to the throne, my home is your home Bad rhymes from that time, that's what's up Yes, the rhythm, the ripples Check a little bit of this, a little bit of that I sold you my gun, my hoops, and it's a dandy Clawed off all the air, and I'm burning Here it is, BAM! Time radiation down with the impossible Clang if you hear my voice Elevate your hands, like giving you a choice Elevate your hands, B-boy still up in your crosshands After all this time, it still don't feel like home I cast my third eye towards the great sky Ahead of the storm cloud is the main throne So that my throne dome can't even fathom a"
1510," My shit is funky, fresh, stupid, and all that. Niggas is lame for life. They need to fall back. I got a raw rap. Aim it at your jaw. Strap rapper still waiting to shine with no callbacks. They need more, man. The people need sleaze-o. I'm on my sprint for G shit. Evo, gritty as a sandbox. Nobody's my equal. Living life now, no plans for a sequel. Every track's a catastrophe. I'm taking rap to a plateau where niggas can't match the beat. Fuck the questions you asking me. Just roll up, nigga. Every track's a catastrophe. I'm taking rap to a plateau where niggas can't match the beat. Fuck the questions you asking me. Let's get high, dog."
1511, Know that I just wanna have some fun. I'm about to lose control. Cause they know. I just wanna have a good time. I just wanna go outside. And you know me. I live on the north side. And I'm so fly. People think I am a grown up guy. Yeah. And you know I am fly. And when I get home I'm about to go outside. With Glenn. Cause he my friend. But I'm his brother. I'm mad at him. My name is Michael. But it is whack. I'm sitting on my back. But I really don't care. I'm just trying to get out this whole chair. The bell just rang. Ring. I'm out of here. Okay I'm outside. And you're playing that football. I'm diving so hard. Man man. I'm cooking. Yeah the bell just rang.
1512," I could be your worst nightmare if you push me. Are you scared? Well, you should be. I could be your worst nightmare if you push me. Swag so ferocious. I was born with it. I'm in the ripping tracks. Y'all can go and kick it. Hi-ya like Bruce Lee. My team create horror movies over any beat. I'm like a zombie goblin, Jason Voorhees. I don't hunt your dreams. You get no sleep. I don't want to hear a peep. If you scared of the dark, you don't want to see me. You can't see me. I must be a ghost. Ain't no competition because I'm scarier than most. I give them goosebumps when they come near."
1513," Gee whiz, can you teach me how to Nelly? Holy cow, can you teach me how to Nelly? Oh snaps, can you teach me how to Nelly? Oh wow, teach me how to Nelly! When you step up on the floor, we do the Nelly round here Swag out of space, call me buzz like yeah Kiss me super like, uh, janitor I mean janitor, the homie, I'm like yeah Can you teach me how to Nelly? Cause everybody know I'm the king of the cat daddy Get on a dragon, get a flipper like Krabby Patty Nelly so bumpin', A3 technique Sometimes I do the jerk, sometimes I do the Dougie But when I do the cat daddy, everybody love me I get a lot of respect when I do the reject But sometimes we get sick of the same old thing we do with the Nelly"
1514," Great throwing fits to not lift weight sissy in the gym, but a bitch up on a mixtape. Just great. Is this a party or not? I'm about to kill all you fags. If I don't find me some pot, we want it here. Raps and Anthony, where the weed is. But naked on stage like Anthony Kiedis. Weed is about all I need. And then we're noise hating. Get the shit up. I'll tell you friends. Your boy didn't know faking. I'll tackle you like Troy. Smoke making good news and joy taking. We blow trees like a twister. Yo mister, if you got a blunt, then I'm hitting it. Swisher, listen. I'm gonna take a pipe over that, bro. I'll smoke your willow up. I don't give a crap, dog. Jackpot, faggot crime, mad bomb lips. Bad songs get created and then all fucking hits. Like 10 million rappers on a track."
1517, Thank you. Thank you.
1518, Thank you. Thank you.
1519," It's the loud music, my car is the best of this Hateful bitch, how can you say that you don't like Buddy Rich? I'll show you up and drag you through the street, I'm my trailer hitch Talk to you bitch, shut the shit up, I love her, I'm her son Jamming to Prudential Mon, radio with my gun I'm just having me some fun, let me know if you want some Lone elves with you, Seth, listen to Father and Son Higher than a kite in the night, yeah, no more But I hate me, so I crank, run, DMC Man, I smoke so much weed, I wish they'd legalize it I walk so many dogs, I wish they'd legalize it Jokes, jokes, who got the smokes? Make the truck swerve as I'm putting on the bird Don't touch the dial, Kyle, or I'll throw you in the pot I don't like fags when they fuck with my tits I shoot them queers at me, fucking with my tits If it's playing Striper, leave it up If it's playing Tina Turner, leave it up If it's playing Camelbox, leave it up And if it's playing your"
1520," Yeah, keep going on some renegade cocky shit. I am not them. Definition of the opposite. JPS never following the copying. Slapshot lyrics in my pen is the hockey stick. Long range missiles just blow off stage. Every time I start spitting, I just go off rage. I ain't feeling y'all flow. Nigga so off page. And I'm a wild animal with a so lost cage. I get hectic. Lyrics is so connected. Exchange form and currency for tracks. Then I'm eating my breakfast. Who knew I could fans? Shower from different lands. Telling B he spit ill like I'm one of they mans. Got these crab niggas looking at me like I won't get it in. But I'm from South Suicide, South Richmond. All good, because it is what it is. I'm in the cut, nigga. Holla at Benz, bitch. Come on. And one foot the trouble. And two foot the bass. And one foot the trouble."
1521," They can't feel, that's real Tommy Hill niggas, I think Spike When I write for this mic, Jordan got dope But I don't wanna be like I ignite These beats, set fire to Lanecast That don't realize he hype the range Black and he look cool and he don't say much When he rhyme, I don't get tripped up Let's get these bucks, too much For the non-believers and not enough Dope, busy rhyming seizures Spazz like a brick shot, my shit is this hot Turning up the heat for the big pot I'ma get it if it's there for the taking Legend in the making, bringing home bacon A little too much Man, for real I think I'm giving these people too much I think I'm giving these people too much"
1522, Outro Music Outro Music
1528, Thank you. Thank you.
1533," Sissi Sissi Sunshine, oh how do you dare, be so unseemly. Sunshine, oh how do you dare, be so unseemly. Sunshine, oh how do you dare."
1534," Tangled in somebody else's rules That you have to obey while being played like fools Rent notices slipped under your door Feeling like your life is pointless Like the Iraq war But you're battling the bigger foes Cash flow and time to elevate a rise to shine Man, good people see your strangled anguish We're not on a high horse We speak your language I have to say my faith in you is shaken Keep your head up You haven't replaced the love that you have taken Nobody said it was easy I have to say my faith in you is shaken Yo, you gotta stand strong You haven't replaced the love that you have taken You gotta get up and move on I have to say my faith in you is shaken"
1535, I represent that cedar and sedge 78 for you heads pure thoroughbred I'm like Q-tip with an edge Five boroughs I learned about Wax CD and word em out Took those styles turned em out Still that cake we heard about from the east coast The two up two down I'm too hot for clowns With my swag from the ground to the ceiling Presence so appealing can't help but feel em That dope boy they never catch dealing Verses full of crack I push em to the whack And watch em get smacked I'm serving up raw facts Underground gold like oil but you ain't gotta dig for I'm scratching to the top Cause baby I'm a star I'm a star Straight in the galactic Coming with that rap shit My skill level is massive Bitch I'm a star Can't reach me in a spaceship Your stylistics is basic I grab the mic and rape it Bitch I'm a star
1537, Thank you. Thank you.
1539, Thank you. Thank you.
1544, bones keep the magnum on me i don't go nowhere without my jimmy hat you gotta envy that send me rapping half hip it's that shit i'm a monster i'm jurassic i gotta save earth i seen hip-hop die right in front of my eyes when it gave birth one's for the honeys two's for the show three is for my people in the beast getting dough so you know that i gotta get mine too get your shine on dude even if i rhyme off cue i'm still on beat and it's still all heat that i spit this beat is kind of slick got me creeping on the low like i'm cheating on my chicks so when you see me on the go
1545," Find down for fame. From your TV screens to your radio airwaves, opportunities tighter than hair braids. Pretty soon my space is their space, but their space never been our choice. Let's say that I'm our voice. Hypothetically, I'm representing me. Descended to the 70s, I sent it heavenly. Pretty soon the iTunes embedded in a child's brain. A file gained him to the final frame. Oh, you made a song, now you a boss now. The stakes are high, I'm bringing the cause down. Until I see you hardly, I'll leave this party to the F-U-T-U-R-E. You know what that spell, right? Yeah, it's feeling like them."
1547," Un universo repleto de sensaciones que me inspiran en pensar que pronto llegarán cosas mejores. Si se trata de decirte que somos los campeones, decídelo tú, güey. Que no se puede tener todo, me dicen en la calle cuando paso. Que este juego ya se acabó, aún respiro música, esta es mi vida. Que no se puede tener todo, me dicen en la calle cuando paso. Que este juego ya se acabó, aún respiro música, esta es mi vida. Es difícil entender lo que se vive en mis zapatos. Y muchos ni siquiera saben lo que es andar entre piedras corriendo descalzo. En camiones recorriendo miles de barrios. Unos en mansiones, nosotros con misiones que sorprenden a los millonarios."
1549, Thank you. Thank you.
1551, Ciao
1552," West. Easy ride. I'm riding to the West. Easy ride. I'm riding to the West. Easy ride. I'm riding to the West. Yes, I'm the professor master in the art of chilling. Got body parts in the dresser from the prostitutes. I'm killing. I'm not a villain. That's just how I get my kicks, G. We understood how we live it in the land of the free. My past caught up to me. Caught a few bodies in the industry. Wants for rape, murder, and public indecency. I'm going West on an easy ride. Bitch, you are too fat to hide. Too ugly for me to rape and kill you. Best just commit suicide. Yeah, I'm the broodmonger."
1553, O que é o que? Xa é tarde Pardes É non é un falar Brole
1555," In the sea In the sea In the sea In the sea In the sea In the sea One, two, three"
1556," de contredire Sam. Afin de rembourser sa dette, il doit se coucher au septième round. Mais son amour propre lui fait tourner la tête. Au lieu de prendre un dernier coup, il enchaîne direct et crochet. Le pouls d'Eddie s'accélère. Suivi de sueur froide, l'adversaire de Sam s'écroule par terre. Direction une pluie d'étoiles. L'arbitre le déclare vainqueur. Il fera la une du 20h. Mais il n'est pas à l'abri qu'un inspecteur. Annonce demain à sa femme qu'il a été victime d'un meurtre. Sam reste à l'abri sous les flashs des photographes. Il signe sans doute son dernier autographe. La sortie de secours est gardée. Il sait qu'il est dans le baudra. Mais pour le rattraper, il faudra bien plus que quatre gros bras. Dans les vestiaires, à l'oreille de son entraîneur, il marmona. Je viens de commettre une erreur impardonnable. Il lui remet une lettre et lui fait une accolade. Les sénateurs ont mis..."
1557," Si cada lágrima valiera oro, no habría tesoros que le hiciera perder otro segundo. Nunca sabremos si tendrá una recompensa, pero disfruta el camino solo y jamás lo piensa. Dicen que congela hasta el sol y la primavera solo le da una alergia al corazón. Así que apartan cuando están en su camino y es que saben que aunque loco él persigue su destino. Jamás sabréis lo que quieren y él mismo lo sabe, pero pega una patada en lo que en su casa no cabe. ¿Quién será ese tipo que me mira desde la otra acera? Hoy es uno de esos días en los que no me reconozco. Siempre la misma idea que le ronda la cabeza. ¿Soy yo el único cuerdo o será que de verdad estoy loco? ¡Loco! ¡Loco! ¿Soy yo el único cuerdo o será que de verdad estoy loco? ¡Loco!"
1558," Lies of bourgeois seeps into vacant Eyes out of focus only see what they told us Eyes out of focus only see what they told us. World awaits on our shoulders. Success lasts for seconds, our futures forsaken. Blatant lies, a bourgeois ancestors faking. Eyes out of focus only see what they told us. World awaits on our shoulders. Success lasts for seconds, our futures forsaken. Blatant lies, a bourgeois ancestors faking. Eyes out of focus, only see what they told us. Welding weights on our shoulders."
